Molecule name,Electronic state,Reduced mass,Te cm^{-1},omega_e cm^{-1},omega_ex_e cm^{-1},Be cm^{-1},alpha_e cm^{-1},De 10^{-7}cm^{-1},Re \AA,D0 eV,IP eV,Reference,Date of reference
N2,a $^1 \Pi_{g}$,7.0015372,69283.06,1694.2,,13.9491,1.6169,0.1793,5.89,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,w ${ }^{1} \Delta_{g}$,7.0015372,72097.4,1559.26,,11.63,1.498,0.166,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,A' $^5 \Sigma_{g}^{+}$,7.0015372,78800,650,,,,,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,G $^3 \Delta_{g}$,7.0015372,87900,742.49,,11.85,0.928,0.161,5,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,C $^3 \Sigma_{ u }^{+}$,7.0015372,89136.88,2047.178,,28.445,1.82473,0.1868,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,E $^{1} \Sigma_{u}^{+}$,7.0015372,95858,2185,,,1.9273,,6,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,C' $^3 \Pi_{u}$,7.0015372,98351,791,33.5,1.0496,,109,1.5146,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,"a"" ${ }^{1} \Sigma_{g}^{+}$",7.0015372,100016,,,1.9133,,62,1.1218,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,b $^1 \Pi_{u}$,7.0015372,101675,634.8,,1.4483,,290,1.2841,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,D $^3 \Sigma_{u}^{+}$,7.0015372,104746.6,,,1.961,,200,1.108,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,b' $^1 \Sigma_{ u }^{+}$,7.0015372,104498,760.08,4.418,1.1549,0.007387,,1.4439,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$c_{3} \ { }^1 \Pi_{u}$,7.0015372,104476,2192.2,14.7,1.932,0.0395,,1.1163,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$c'_{4} \ ^{1} \Sigma_{u}^{+}$,7.0015372,104519,2201.78,25.199,1.9612,0.0436,,1.108,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,H $^3 \Phi_{u}$,7.0015372,105720,924.21,12.29,1.0873,0.0191,70,1.4881,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$o_3 {}^1 \Pi_{u}$,7.0015372,105869,1987.4,16.3,1.7339,0.0088,53,1.1784,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$p^r$,7.0015372,12116,1869,10,,,,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$q^r$,7.0015372,132136,1900,18,,,,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$r^r$,7.0015372,132878,1903,15,,,,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
N2,$s^r$,7.0015372,133355,1885,12,,,,,9.7594,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Feb-77
Na2,X $^1 \Sigma^{+}_{g}$,11.4948852,0,159.1245,0.72547,0.154707,0.0008736,5.811,3.07887,0.72,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jun-77
Na2,A $^1 \Sigma^{+}_{u}$,11.4948852,14680.58,117.323,0.3576,0.110784,0.0005488,3.882,3.6384,0.72,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jun-77
Na2,B $^1 \Pi_{u}$,11.4948852,20320.02,124.09,0.6999,0.125277,0.0007237,3.248,3.4228,0.72,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jun-77
Na2,C $^1 \Pi_{u}$,11.4948852,29382,119.33,0.53,,,,,0.72,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jun-77
Na2,D $^1 \Pi_{u}$,11.4948852,33486.8,111.3,0.48,,,,,0.72,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jun-77
Na2,E $^1 \Pi_{u}$,11.4948852,35557,106.2,0.65,,,,,0.72,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jun-77
NaBr,X,17.81372549,0,302.1,1.5,0.15125331,0.00094095,1.5535,2.502038,3.74,8.31,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NaCl,X,13.87931034,0,366,2.05,0.21806309,0.0062482,3.1202,2.360795,4.23,8.93,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NaCs,X,19.60897436,0,98.89,0.326,0.058,0.00023,,3.851,0.42,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NaF,X,10.4047619,0,536,3.4,0.43690127,0.00455869,1.161,1.925947,5.33,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NaH,X,0.958333333,0,1176,21.2,4.89,0.131,,1.889,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NaI,X,19.47333333,0,258,1.08,0.11780561,0.00064777,0.9734,2.711452,3,7.64,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NaK,X $^1 \Sigma^{+}$,14.4772423,0,124,0.5,0.095,0.00048,,3.498,0.63312,4.416,"[1] Leutwyler, S., Hofmann, M., Harri, H. and Schumacher, E., 1981. The adiabatic ionization potentials of the alkali dimers Na2, NaK and K2. Chemical Physics Letters, 77(2), pp.257-260. [2] Mџller, W. and Meyer, W., 1984. Ground?state properties of alkali dimers and their cations (including the elements Li, Na, and K) from ab initio calculations with effective core polarization potentials. The Journal of Chemical Physics, 80(7), pp.3311-3320.",[1] 1981 [2] 1984
NaK,A $^1 \Sigma^{+}$,14.4772423,12137.272,81.250506,0.27470815,0.0661371,0.00036,,4.17,0.63312,4.416,"[4] Ross, A., Clements, R. and Barrow, R., 1988. The A(2)1?+ state of NaK. Journal of Molecular Spectroscopy, 127(2), pp.546-548.",[4] 1988
NaRb,X $^1 \Sigma^{+}$,18.11677626,0,106.96,0.3636,0.0736,,,3.08,0.61707,,"[1] Chaieb, M., Habli, H., Mejrissi, L., Oujia, B. and GadЋa, F., 2014. <i>Ab initio</i> spectroscopic study for the NaRb molecule in ground and excited states. International Journal of Quantum Chemistry, 114(11), pp.731-747. [2] Docenko, O., Tamanis, M., Ferber, R., Pashov, A., Knљckel, H. and Tiemann, E., 2004. Potential of the ground state of NaRb. Physical Review A, 69(4). [3] Takahashi, N. and Kat™, H., 1981. Laser induced fluorescence of the NaRb molecule. The Journal of Chemical Physics, 75(9), pp.4350-4356.",[1] 2014 [2] 2004 [3] 1981
NaRb,a $^3 \Sigma^{+}$,18.11677626,4847,18.86,0.754,0.02822,,,5.746864924,0.61707,,"[1] Chaieb, M., Habli, H., Mejrissi, L., Oujia, B. and GadЋa, F., 2014. <i>Ab initio</i> spectroscopic study for the NaRb molecule in ground and excited states. International Journal of Quantum Chemistry, 114(11), pp.731-747.  [2] Wang, Y., Kajitani, M., Kasahara, S., Baba, M., Ishikawa, K. and Kat™, H., 1991. High resolution laser spectroscopy of the <i>B</i>?<sup>1</sup>?Р<i>X</i>?<sup>1</sup>?<sup>+</sup> transition of <sup>23</sup>Na<sup>85</sup>Rb. The Journal of Chemical Physics, 95(9), pp.6229-6237. [3] Takahashi, N. and Kat™, H., 1981. Laser?induced fluorescence of the NaRb molecule. The Journal of Chemical Physics, 75(9), pp.4350-4356.",[1] 2014 [2] 1991
NaRb,B $^1 \Pi$,18.11677626,16527,61.17,,0.0557,,,4.175208495,0.61707,,"[1] Chaieb, M., Habli, H., Mejrissi, L., Oujia, B. and GadЋa, F., 2014. <i>Ab initio</i> spectroscopic study for the NaRb molecule in ground and excited states. International Journal of Quantum Chemistry, 114(11), pp.731-747.  [2] Zaitsevskii, A., Adamson, S., Pazyuk, E., Stolyarov, A., Nikolayeva, O., Docenko, O., Klincare, I., Auzinsh, M., Tamanis, M., Ferber, R. and Cimiraglia, R., 2001. Energy and radiative properties of the low-lying NaRb states. Physical Review A, 63(5).",[1] 2014 [2] 1991 [3] 1982
NaRb,D $^1 \Pi$,18.11677626,19692,73.26,0.4744,0.05244,,,4.212250902,0.61707,,"[1] Chaieb, M., Habli, H., Mejrissi, L., Oujia, B. and GadŽa, F., 2014. <i>Ab initio</i> spectroscopic study for the NaRb molecule in ground and excited states. International Journal of Quantum Chemistry, 114(11), pp.731-747.  [2] Wang, Y., Kajitani, M., Kasahara, S., Baba, M., Ishikawa, K. and Kat™, H., 1991. High resolution laser spectroscopy of the <i>B</i>?<sup>1</sup>?Ð<i>X</i>?<sup>1</sup>?<sup>+</sup> transition of <sup>23</sup>Na<sup>85</sup>Rb. The Journal of Chemical Physics, 95(9), pp.6229-6237. ",[1] 2014 [2] 2001
NbC,X $^2 \Delta_{3/2}$,10.62734257,0,980,,,,,1.7,,,"[1] R. S. DaBell, R. G. Meyer and M. D. Morse, J. Chem. Phys., 2001, 114, 2938Р2954. [2] B. Simard, P. I. Presunka, H. P. Loock, A. Be«rces, and O. Launila, J.Chem. Phys. 107, 307 (1997).",[1] 2001 [2] 1997
NbO,X,13.65137615,0,989,3.83,0.4321,0.0021,2.2,1.6909,7.8,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NBr,X $^3\Sigma^-$,11.89283845,0,691.75,4.72,0.444,0.004,,1.787,2.9,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NBr,b $^1\Sigma^+$,11.89283845,14787.3,785.5,4.363,0.4733,0.0152,,1.7306,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NCl,X $^3\Sigma^-$,9.99902349,0,827,5.1,0.64685,,17.8,1.6144,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NCl,b $^1\Sigma^+$,9.99902349,14984.6,935.6,5.4,0.68284,,16.5,1.5713,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
ND,X $^3\Sigma^-$,1.76083613,0,2398,42,8.7913,0.2531,4904,1.03612,3.54,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
ND,a $^1\Delta$,1.76083613,12596,2356.17,36,8.9542,0.2427,7838,1.034,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
ND,b $^1\Sigma^+$,1.76083613,21198,2371.81,38.8,8.9472,0.2383,4640,1.0344,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
ND,A $^3\Pi$,1.76083613,29820,2361,53,8.7575,0.2829,5087,1.0372,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
Ne2,X $^1 \Sigma_{u}^{+}$,9.99622,0,28.5,,0.17,0.06,,3.15,0.00202,4.9,"[1] K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, [2] J.F. Ogilvie, Y.H. Wang, J. Mol. Struct. 273 (1992) 277.",[1] 3/1/1977 [2] 1992
Ne2,A $^1 \Sigma_{u}^{+} \ O^{+}_{u}$,9.99622,133800,176,,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,B $O^{+}_{u}$,9.99622,135761,58,,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,C $L_u$,9.99622,156480,290,10,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,D $O^{+}_{u}$,9.99622,158635,60,10,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,E $O^{-}_{u}$,9.99622,159135,80,10,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,F $O^{+}_{u}$,9.99622,159347,60,7.5,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,G $O^{+}_{u}$,9.99622,160233,213,9.3,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,H $O^{+}_{u}$,9.99622,160322,201,7,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,I,9.99622,161950,79,,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,J $L_u$,9.99622,164220,190,,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,K $O^{+}_{u}$,9.99622,165750,50,10,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,L $O_{u}^{-}$,9.99622,166362,70,7.5,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
Ne2,M $O_{u}^{+}$,9.99622,166580,30,10,,,,,0.00202,4.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
NeKr,X $^1 \Sigma^{+}$,16.15384615,0,18.7,,,,,3.58,0.0064,,"[1] Bosomworth, D.R.;КGush, H.P.,КCollision-induced absorption of compressed gases in the far infrared, Part II,КCan. J. Phys., 1965, 43, 751. [2] Bobetic, M.V.; Barker, J.A., Vibrational levels of heteronuclear rare gas van der Waals molecules, J. Chem. Phys., 1976, 64, 2367-2369.",2/28/1977 0:00
NeXe,X $^1 \Sigma^{+}$,17.36842105,0,17.5,,,,,3.74,0.0065,,"[1] Bosomworth, D.R.;КGush, H.P.,КCollision-induced absorption of compressed gases in the far infrared, Part II,КCan. J. Phys., 1965, 43, 751. [2] Bobetic, M.V.; Barker, J.A., Vibrational levels of heteronuclear rare gas van der Waals molecules, J. Chem. Phys., 1976, 64, 2367-2369.",3/2/1977 0:00
NF,X $^3\Sigma^-$,8.06133789,0,1141.37,8.99,1.20568,0.01492,53.9,1.31698,3.5,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NF,a $^1\Delta$,8.06133789,12003.6,,,1.2225,,45,1.3079,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NF,b $^1\Sigma^+$,8.06133789,18877.05,1197.49,8.64,1.2377,0.01448,52.8,1.2998,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NH,X $^3\Sigma^-$,0.9416028,0,3282.27,78.35,16.6993,0.649,17097,1.03621,3.47,13.63,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NH,a $^1\Delta$,0.9416028,12566,3188,68,16.439,0.66,16200,1.0341,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NH,b $^1\Sigma^+$,0.9416028,21202,3352.4,74.24,16.705,0.591,16000,1.036,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NH,A $^3\Pi$,0.9416028,29807.4,3231.2,98.6,16.6745,0.7454,17800,1.03698,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NiC,X $^1 \Sigma^{+}$,9.942857143,0,875.155,5.382,0.64038,0.00547,,1.62729,,,"D. J. Brugh and M. D. Morse, J. Chem. Phys., 2002, 117, 10703Р10714.",2002
NiD,X,1.934094541,0,1390.09,19,3.992,0.092,1.3,1.464,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NiH,X,0.983247617,0,1926.6,38,7.7,0.231,4.81,1.4756,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
NiO,X $^3 \Sigma^{-}$,12.54054054,0,839.1,5.4,0.507991,0.004335,,1.62712,,,"R. Ram and P. Bernath, J. Mol. Spectrosc., 1992, 155, 315Р325.",1992
NiS,X $^3 \Sigma^{-}$,20.62222222,0,512.68,3.61,0.2124516,0.0011831,,1.962496,,,"R. Ram, S. Yu, I. Gordon and P. Bernath, J. Mol. Spectrosc., 2009, 258, 20Р25.",2009
NO,X $^2\Pi$,7.46643323,0,1904.204,14.075,1.67195,0.0171,5.4,1.15077,6.4968,9.26436,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NO,X $^2\Pi$,7.46643323,119.82,1904.04,14.1,1.72016,0.0182,102.3,1.15077,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NO,a $^4\Pi$,7.46643323,38440,1017,11,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NO,A $^2\Sigma^+$,7.46643323,43965.7,2374.31,16.106,1.9965,0.01915,54,1.0634,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NO,B $^2\Pi$,7.46643323,45913.6,1037.2,7.7,1.092,0.012,49,1.4167,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NO,B $^2\Pi$,7.46643323,45942.6,1039.8,8.32,1.152,0.012,49,1.4167,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-77
NS,X $^2\Pi$,9.73802894,0,1218.7,7.28,0.769602,0.00635,12,1.49402,4.8,8.87,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NS,X $^2\Pi$,9.73802894,221.5,1218.7,7.28,0.775156,0.00635,12,1.49402,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NS,B $^2\Pi$,9.73802894,30294.9,797.31,3.72,0.5962,0.0048,13,1.697,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NS,B $^2\Pi$,9.73802894,30384.1,798.78,3.59,0.6013,0.0046,13,1.697,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NSe,X $^2\Pi_{1/2}$,11.91526639,0,956.81,5.643,0.5182,0.004,6.5,1.6518,4,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NSe,X $^2\Pi_{3/2}$,11.91526639,891.8,954.96,5.648,0.5189,0.004,6.5,1.6518,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
NSe,a $^4\Pi$,11.91526639,19700,710.7,10.3,0.361,0.002,,1.98,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
O2,X $^3 \Sigma_{g}^{-}$,7.99745751,0,1580.193,11.981,1.4376766,0.01593,48.39,1.20752,5.1156,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
O2,a $^1 \Delta_{g}$,7.99745751,7918.1,1483.5,12.9,1.4264,0.0171,48.6,1.21563,5.1156,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
O2,b $^1 \Sigma_{g}^{+}$,7.99745751,13195.1,1432.77,14,1.40037,0.0182,53.51,1.22688,5.1156,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
O2,c $^1 \Sigma_{u}^{-}$,7.99745751,33057.3,794.29,12.736,0.9155,0.01391,74,1.5174,5.1156,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
O2,A' $^3 \Delta_{u}$,7.99745751,34690,850,20,0.96,0.0262,,1.48,5.1156,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
O2,A $^3 \Sigma_{u}^{+}$,7.99745751,35397.8,799.07,12.16,0.9106,0.01416,47,1.5215,5.1156,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
OD,X $^2\Pi$,1.78884797,0,2720.24,44.055,10.0209,0.2757,5374,0.96975,4.453,12.91,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
OD,A $^2\Sigma^+$,1.78884797,32680.85,2316.17,50.433,9.1936,0.3181,5763,1.0124,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
OH,X $^2\Pi$,0.9480871,0,3737.761,84.8813,18.9108,0.7242,19380,0.96966,4.392,12.9,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
OH,A $^2\Sigma^+$,0.9480871,32684.1,3178.86,92.917,17.358,0.7868,20390,1.0121,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-77
P2,X $\ ^{1} \Sigma_{g}^{+}$,15.4868817,0,780.77,2.835,0.30362,0.00149,1.88,1.8934,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,a $\ ^3{\Sigma}^+$,15.4868817,18794.5,565.17,2.75,,,7,2.0853,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,b' $\ ^3 \Sigma_{u}^{-}$,15.4868817,28503.4,604.48,2.2,0.2584,0.0014,1.7,2.052,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,A $\ ^1 {\Pi}{ }_{g}$,15.4868817,34515.25,618.95,3,0.27524,0.00168,2.2,1.9887,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,C $\ ^{1} \Sigma_{u}^{+}$,15.4868817,46941.26,473.93,2.34,0.24211,0.00175,2.57,2.1204,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,B $\ ^1\Pi_{u}$,15.4868817,50845.9,358.96,,0.2268,,3.2,2.191,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,E $\ ^1\Pi_{u}$,15.4868817,59446.21,700.66,2.92,0.28072,,1.84,1.9692,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,G $\ ^{1} \Sigma_{u}^{+}$,15.4868817,66313.37,694.12,4.182,0.2973,0.00195,2.25,1.9135,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,I $^1\Pi_{u}$,15.4868817,68849.3,,,0.2541,,2.5,2.07,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
P2,$H\left({ }^{1} \Pi_{u}\right)$,15.4868817,68960,,,,,,,5.033,10.53,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Mar-77
